site.plot,Hydrogroup,HSG_2,lat,lon,site,B,plot,rep,siteB,site.plot.rep,depth,count_n,count_y,count_c,count_h,count_obs,frac_farmed,last_yr_y,first_yr_n,last_yr_farmed,last_yr_range,sample.type,date.collected,smpl.yr,YSF,treatment,BD,MC60,WEPw,TP.ign,HCl.Pi,HCl.Po,LOI,Ox.P,Ox.Al,Ox.Fe,Ox.Mn,Ox.PSR,Ox.SPSC,sand,silt,clay,texture,fines,Ox.PSC,Ox.DPS,Ox.P2Fe,WFPS,Ox.P2Al,Ox.Al2Fe,HCl.PSR,MM.P,MM.P.ICP,MM.K,MM.Mg,MM.Ca,MM.Al,MM.B,MM.Cu,MM.Fe,MM.Mn,MM.Na,MM.S,MM.Zn,IP2TP,prior,farm_group,site_ID,study,FF,TP,Pi,Po,Pi2TP,OBJECTID,IDN,sample_date,project,Land_Use,LU_HSG,Transect,TPMD,TOP,Total_Inorganic,F__N,F__C,pH,TEXTURE,HSG,Al,Ca,Cu,Fe,K,Mg,Mn,Na,S,F39,F40,F41,F42,Value,sampledate,sample_yr
PoW.2,B/D,D,43.75,-73.0559,PoW,2,2,NA,PoW2,PoW.2.,0-10cm,8,1,0,0,9,0.111111111111111,1994,2003,1994,1994-2003,surface plots,NA,2018.53055555555,24.5305555555555,CTRL,0.685255062597731,0.31517934402537,2.21879238924921,927.5,408.75,518.75,0.0807596632223493,477.599999999999,875.999999999999,3640,256,0.15810497664324835,217.82945468657712,NA,NA,NA,NA,NA,3020.7777777777765,0.316209953286497,0.237022332506203,0.291306178258293,0.474856385329209,0.499145299145299,0.135312833339463,4.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44070080862533695,hay/pasture,<25%,PoW.2,Wiegman,0.111111111111111,927.5,408.75,518.75,0.44070080862533695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC.0,B/D,D,44.56899,-73.16,MC,NA,0,0,MC,MC.0.0,0-10cm,7,3,0,0,10,0.3,2004,2006,2004,2004-2006,surface plots,2019-07-30T00:00:00Z,2019.58333333333,15.5833333333332,CTRL,0.18593114492745,0.776788658094296,0.10782,1185.7551,454.68110738255,731.073992617449,0.239591516103691,414.817566976867,792.523053948492,2848.86758620763,118.601404356574,0.16679532480445766,157.72472191225583,NA,NA,NA,NA,NA,2486.9855762634716,0.333590649608915,0.26303358799609,0.155327393271636,0.455876605513225,0.576984176891392,0.182824183510415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3834527950860595,hay/pasture,>25% & <75%,MC.0,Wiegman,0.3,1185.7551,454.68110738255,731.0739926174501,0.3834527950860595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De.Ac,B/D,D,43.77878,-73.09475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,De.Ac,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LC.2,C/D,D,44.29444,-73.1743,LC,NA,2,3,LC,LC.2.3,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,intact cores,2019-07-10T00:00:00Z,2019.51944444444,16.5194444444443,CTRL,0.6239304617988755,0.45961178908654426,0.1667610233909521,883.3517070637104,289.5249160032383,593.8267910604729,0.18401856295182065,351.8381014075691,2193.195288779745,3115.6450470557625,49.63491343721413,0.08390897284060528,620.7553664575158,16.73,52.0199999999999,31.25,Silty clay loam,83.27,4242.845188959862,0.1678179456812101,0.20649991515696334,0.40656547060687515,0.1413420525527529,1.4602830049544073,0.06880503492977637,5.3326572165450115,11.524605391706839,163.75647128674376,992.6375576572436,3791.186592318652,7.6578538845106925,0.5746041193451277,0.8842495986535529,7.644920657357003,13.617958140500637,16.84702751780486,18.222137256000245,3.0609293503340345,0.32775723835484333,hay/pasture,<25%,LC.2,Wiegman,0.222222222222222,883.3517070637104,289.5249160032383,593.826791060472,0.32775723835484333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LC.1,C/D,D,44.29419,-73.1741,LC,NA,1,N,LC,LC.1.N,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,intact cores,2019-07-10T00:00:00Z,2019.51944444444,16.5194444444443,CTRL,0.4233731669905275,0.5234608626665518,0.39449944261336023,756.391926831733,353.69950205679135,402.69242477494157,0.16733980282134153,385.3929655387373,2053.627729336881,3370.39483054671,42.515464496195015,0.09350915326571564,577.3955157933817,19.8449999999999,50.155,30,Silty clay loam,80.1550000000001,4223.623155619327,0.18701830653143098,0.2126038908071347,0.3279409519418025,0.16697550504009467,1.2674275022178938,0.08485127419365752,3.8303265704583893,9.694318084011528,150.5056375125619,767.9607994666953,2933.4490175639976,17.882276498357605,0.3400418118249355,1.0376960773532966,42.802845905660696,13.618088232059867,34.98126593075499,28.772062546548266,3.391887265143682,0.46761406290825647,hay/pasture,<25%,LC.1,Wiegman,0.222222222222222,756.391926831733,353.69950205679135,402.6924247749417,0.46761406290825647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goo.F2,A/D,D,43.9560777777778,-73.1525805555556,Goo,F2,F2,NA,GooF2,Goo.F2.,0-10cm,5,5,0,0,10,0.5,2016,2003,2016,2016-2003,surface plots,NA,2021.44722222222,5.4472222222223,CTRL,0.4596549814,0.5287325972,1.004552105,1483.92962711864,514.310612244897,969.619014873746,0.1966101695,789.447236180904,2586.18090452261,4604.27135678391,111.557788944723,0.14306473882523568,480.9068990898628,1.7,82.1,16.3,Silt loam,98.3,5518.111888809115,0.286129477650471,0.309733749944989,0.294036606415655,0.265868128355318,1.16499014703653,0.0932040927419274,3.5,11,112,289,2906,44,0.3,1.4,145,33,65,35,4.3,0.3465869289526477,hay/pasture,>25% & <75%,Goo.F2,Wiegman,0.5,1483.92962711864,514.310612244897,969.6190148737429,0.3465869289526477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM.0,C,C,44.50328,-73.2125,DM,NA,0,0,DM,DM.0.0,0-10cm,0,13,0,0,13,1,2020,NA,2020,NA,surface plots,2019-07-30T00:00:00Z,2019.58333333333,0,CTRL,0.892547465162902,0.14496805111821,8.723475,995.265,1016.24074850299,-20.9757485029938,0.0361031518624655,555.659191658949,593.223789991449,1921.11362901913,191.336835193499,0.31850555631145117,-154.02951722730597,NA,NA,NA,NA,NA,1744.5824119802694,0.637011112622901,0.522494571812135,0.195103873119947,0.815815615641218,0.640456693638382,0.582512320154288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.021075541190527,row crop,>75%,DM.0,Wiegman,1,995.265,985.3123499999999,9.952650000000062,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCD.4,B/D,D,43.78135,-73.098,OCD,NA,4,S,OCD,OCD.4.S,0-10cm,9,0,0,0,9,0,NA,1993,1993,pre-1993,intact cores,2019-07-09T00:00:00Z,2019.51944444444,26.5194444444443,CTRL,0.6313480731151995,0.39270491277617553,0.15631703576176534,805.5221825234385,200.02619284622187,605.4959896772166,0.11555076661577189,408.2464338712254,1657.7546609014105,5512.653725726621,336.43111992955335,0.082415883678128,732.3457645095843,15.9899999999999,75.26,8.75,Silt loam,84.0100000000001,4954.99554216801,0.16483176735625518,0.1338258009848444,0.3383912062428833,0.21453925178109892,0.6237551761496953,0.04035028043943021,3.3861437400799304,8.815751337428622,73.96684506527362,253.25665536562698,1902.6157773605928,32.22187981568561,0.08929202804561827,0.44133374633784955,11.573268486788173,52.0468335059832,24.71767285689836,13.75039693602889,1.2511313499444427,0.24831866481889425,"uncertain
(unfarmed since 1995)",<25%,OCD.4,Wiegman,0,805.5221825234385,200.02619284622187,605.4959896772166,0.24831866481889425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LC.3,D,D,44.29576,-73.173,LC,NA,3,S,LC,LC.3.S,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,intact cores,2019-07-10T00:00:00Z,2019.51944444444,16.5194444444443,CTRL,0.43835258032998503,0.563252943753569,0.6398635217763219,1146.8418304969775,314.0429196647556,832.7989108322224,0.24982888953458318,482.9810792115137,3891.123063109163,3095.3095219451343,47.0205628470485,0.07914199085403423,933.793680456564,20.32,58.4299999999999,21.25,Silt loam,79.68,6181.060653059249,0.15828398170806815,0.282336252034655,0.33279279477554535,0.11028013150499039,2.6014928550563674,0.0519631537870588,6.257303886448299,13.435645951728283,145.23258140415342,941.4493029970904,3676.6076488493595,8.04284024929874,0.4808675322429831,0.5075457145327179,10.469071410046157,13.869365944812182,28.63806360256905,21.537476305792605,2.753618440233604,0.2738328087742203,hay/pasture,<25%,LC.3,Wiegman,0.222222222222222,1146.8418304969775,314.0429196647556,832.798910832222,0.2738328087742203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,C,C,44.919417,-72.672672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.037864432413400005,577.6,1224.8000000000002,3344,354.00000000000006,0.177319622459342,172.30230755788318,39.53333333333334,54.6,5.866666666666667,NA,NA,3257.3947089947096,NA,NA,NA,NA,NA,NA,9.816666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HHB-F,Perillo,1,1081.2166666666667,793.8439658898773,259.5152174387965,0.7342135858275806,13,29,20150708,USGS-VWRLSC-2014,Hay,Hay_B,Interior,1081.2166666666667,259.5152174387965,793.8439658898773,0.20140158466666666,2.196312785,6.473333333333333,Silt loam,B,17819.076666666664,4498.07,23.376666666666665,24040.10666666667,1761.8633333333335,7261.923333333333,958.5,253.74666666666667,290.12666666666667,NA,NA,NA,NA,4,2015-07-08,2015
Ke.1,B/D,D,43.80918,-73.15,Ke,1,1,2,Ke1,Ke.1.2,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,surface plots,NA,2018.68333333333,15.6833333333333,CTRL,0.622304026746742,0.5129873034137002,NA,1233.1483814693895,559.5198720889271,673.6285093804693,0.1076531803546284,668.0341028544049,1556.660399875717,2407.841328056926,64.54376730633595,0.21618122697470193,43.78915781614095,5.30500000000003,84.6949999999999,10,Silt,94.69499999999996,3120.188919158659,0.46890286617252946,0.5543098586037251,0.429810641689753,0.407017510967442,1.3643228418745599,0.17578899002920378,7.195726870963079,13.134956750071863,31.552415293723367,102.36269147024493,1185.1170951358397,97.69028104585512,0.14406852965979894,0.8161027944896984,174.1316099073305,19.058518009535316,151.56981550737942,30.55919500699582,1.843459758217566,0.45373280336484473,hay/pasture,<25%,Ke.1,Wiegman,0.222222222222222,1233.1483814693895,559.5198720889271,673.6285093804624,0.45373280336484473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CVH.FN,B,B,44.2642527777778,-73.0679388888889,CVH,FN,FN,NA,CVHFN,CVH.FN.,0-10cm,10,1,0,0,11,0.0909090909090909,1993,2003,1993,1993-2003,surface plots,NA,2021.525,28.525,CTRL,0.9427614769505432,0.2649620605,1.595731744,1244.54609836065,773.875205479452,470.670892881203,0.0622950819672077,525.75,1191.99999999999,3887.74999999999,260.249999999999,0.14932940598827832,284.7784197045983,NA,NA,NA,NA,NA,3520.7399140211473,0.298658811976555,0.244290897172881,0,0.384153767049144,0.635919566920788,0.219804707072378,3.75,6.955,52.97,108.37,1131.01,39.17,0.145,0.59,24.06,6.625,12.28,6.34,2.3,0.6218132108556056,hay/pasture,<25%,CVH.FN,Wiegman,0.0909090909090909,1244.54609836065,773.875205479452,470.6708928811979,0.6218132108556056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM.F,C,C,44.50285,-73.2135,DM,F,F,2,DMF,DM.F.2,0-10cm,5,7,0,0,12,0.583333333333333,2012,2008,2012,2012-2008,intact cores,NA,2021.44722222222,9.4472222222223,CTRL,1.13043562775,0.19592369018460862,0.8646075213641848,967.2331011059631,693.2010760074753,274.03202509849,0.047998967404046515,364.7018909069653,932.0475689513495,3713.4106376565724,346.4132326771677,0.11684473480993164,354.37013893410733,29.6,64.2,6.3,Silt loam,70.4,3125.7667218373635,0.23368946961986264,0.17761891908890592,0.42639936899988257,0.3415181413876006,0.5204668810047018,0.2220516554558005,0.8870023617317823,2.6116706028863037,59.74004723463565,79.79840024906717,765.0477184601898,35.941646985568475,0.09999999999999999,0.8188329397113696,10.025995276536435,14.811670602886304,6.188329397113696,3.662334120577261,1.643501180865891,0.7166846081000005,row crop,>25% & <75%,DM.F,Wiegman,0.583333333333333,967.2331011059631,693.2010760074753,274.0320250984878,0.7166846081000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De.3,A,A,43.79,-73.0999,De,3,3,NA,De3,De.3.,0-10cm,9,0,0,0,9,0,NA,1993,1993,pre-1993,surface plots,NA,2018.55833333333,25.5583333333333,CTRL,0.170918152278753,0.709224332403061,0.449286441665728,1370,416.25,953.75,0.298342541436462,799,2900,8260,275.999999999999,0.10111198340812955,1020.1916464767625,NA,NA,NA,NA,NA,7902.12962962963,0.202223966816259,0.174740295243302,0.129576673023422,0.239966629588431,0.728185812931575,0.052675673458866,2.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30383211678832117,"uncertain
(unfarmed since 1995)",<25%,De.3,Wiegman,0,1370,416.25,953.75,0.30383211678832117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,B/D,D,44.907006,-72.663636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.05992948610236,824.8000000000001,3046.4000000000005,6576,204.88,0.11555050586961749,818.478240354791,30.099999999999998,62.666666666666664,7.233333333333333,NA,NA,7138.004232804234,NA,NA,NA,NA,NA,NA,3.0796666666666668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HLB-F,Perillo,1,1198.604,945.4358896054704,395.4023125979108,0.7887808564008383,35,33,20150619,USGS-VWRLSC-2014,Hay,Hay_C,Interior,1198.604,395.4023125979108,945.4358896054704,0.3014640343333333,3.476188289,5.373333333333334,Silt loam,C,23420.226666666666,4587.813333333333,20.433333333333334,26548.350000000002,2975.36,7158.079999999999,704.0566666666667,387.71999999999997,560.59,NA,NA,NA,NA,5,2015-06-19,2015
MC.2,B/D,D,44.56708,-73.15875,MC,NA,2,3,MC,MC.2.3,0-10cm,7,3,0,0,10,0.3,2004,2006,2004,2004-2006,intact cores,2019-07-30T00:00:00Z,2019.58333333333,15.5833333333332,CTRL,0.470052961821149,0.42017592107227375,0.33206974334492045,1118.0177106555827,554.170349115811,563.8473615397712,0.12179556692152248,478.65836326805305,1107.7951487026212,3088.260412147096,151.94911221096953,0.16018594253925064,208.79171605544067,3.795,77.455,18.75,Silt loam,96.205,2981.4856766632734,0.3203582458810085,0.2805465843226725,0.2542036126929222,0.3740929823559369,0.7520741928851999,0.19021900361897665,2.7698865747993,8.642539879817518,95.38074993361374,300.56093370644584,2097.7140649651024,34.41686168161422,0.3082745493156973,1.7089294591788369,96.70091934749838,51.31566860531143,103.87451028063063,41.66553708038332,3.481355913795656,0.49567224546993693,hay/pasture,>25% & <75%,MC.2,Wiegman,0.3,1118.0177106555827,554.170349115811,563.8473615397718,0.49567224546993693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCSP.3,C,C,43.92015,-73.1744,OCSP,NA,3,N,OCSP,OCSP.3.N,0-10cm,8,1,0,0,9,0.111111111111111,1995,2003,1995,1995-2003,intact cores,2019-07-09T00:00:00Z,2019.51944444444,24.5194444444443,CTRL,0.4803949306129415,0.39846816246253053,0.7068056598161756,948.9350513790889,363.08052786081214,585.8545235182787,0.15832552548294124,710.7857892878865,1983.0676279392494,2376.0013909726645,48.89387589487806,0.19772387027058308,116.71405513567728,12.775,79.7249999999999,7.5,Silt loam/Silt,87.225,3592.141908959429,0.3954477405411656,0.5354121254606639,0.23314656185918062,0.3188526524182062,1.7065224291188696,0.10557237697658729,5.821063139558263,14.400832027255365,85.79813027198641,108.25885184233229,1094.8227977756349,61.34918825488993,0.09196335968454133,0.6340800451735004,88.59255577589957,13.21911556763391,17.87050958788635,25.489517493248897,2.699215336025173,0.38261894460863954,hay/pasture,<25%,OCSP.3,Wiegman,0.111111111111111,948.9350513790889,363.08052786081214,585.8545235182768,0.38261894460863954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM.F,C,C,44.50285,-73.2135,DM,F,F,1,DMF,DM.F.1,0-10cm,5,7,0,0,12,0.583333333333333,2012,2008,2012,2012-2008,intact cores,NA,2021.44722222222,9.4472222222223,CTRL,1.0157824967,0.16922733150195335,0.40331158580673965,998.1904541255693,758.4581749931585,239.7322791324123,0.05045492998528779,406.9855008424592,897.4317795851251,3573.0663370464436,344.07030138573435,0.1352923488689515,285.5599498439949,32.6,61.2,6.3,Silt loam,67.4,3008.3320723992397,0.27058469773790295,0.2057277648792109,0.30125209945562903,0.39535800375911523,0.5210473096920558,0.2521380223205132,0.9625164919126925,2.725032983825385,50.23925106220036,96.81878152409791,851.7868645489528,23.63624369518042,0.1420469538102448,0.6738591385692658,6.557953046189755,11.420469538102449,6.1590609237951055,2.9102347690512245,1.6261408614307342,0.7598331278949967,row crop,>25% & <75%,DM.F,Wiegman,0.583333333333333,998.1904541255693,758.4581749931585,239.73227913241078,0.7598331278949967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De.2,B/D,D,43.78,-73.0961,De,2,2,NA,De2,De.2.,0-10cm,2,7,0,0,9,0.777777777777777,2018,1993,2018,2018-1993,surface plots,NA,2018.53055555555,0.530555555555565,CTRL,0.994585151624572,0.233553085849683,0.384052364823005,897.5,486.25,411.25,0.0641857928719198,357.8,761.333333333333,3573.33333333333,193.333333333333,0.1254462011070933,298.82456411810267,NA,NA,NA,NA,NA,2852.2186948853596,0.250892402214186,0.180881078478574,0.371848992145327,0.409324331958646,0.441901603095633,0.170481317183689,6.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541782729805014,hay/pasture,>75%,De.2,Wiegman,0.777777777777777,897.5,486.25,411.25,0.541782729805014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sa.3,A/D,D,43.86691,-73.18,Sa,3,3,3,Sa3,Sa.3.3,0-10cm,10,0,0,0,10,0,NA,1993,1993,pre-1993,intact cores,NA,2018.58055555555,25.5805555555555,CTRL,0.3173089369802845,0.7033606771681306,NA,1047.6220349899456,427.81905886422214,619.8029761257275,0.23271151763042539,603.9483552329913,1908.4890362100055,3640.517917536302,114.58000279759933,0.14755568218439521,347.7091782598878,2.83999999999998,80.91,16.25,Silt loam,97.160000000000025,4206.514857036015,0.29511136436879004,0.3132261103673543,0.2720461675765549,0.27989973558969256,1.1009415262429483,0.1086385134803214,4.588904991556213,15.031573898167318,99.28750495190013,348.49817896294803,3249.169306193643,71.18462379159604,0.24246628895243744,0.952312427258345,131.4501609017034,76.21635651028691,72.75515043596891,263.63317556231004,11.29071573448873,0.40837157350201025,"uncertain
(unfarmed since 1995)",<25%,Sa.3,Wiegman,0,1047.6220349899456,427.81905886422214,619.8029761257235,0.40837157350201025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QuH.2,B/D,D,43.78716,-73.109,QuH,2,2,3,QuH2,QuH.2.3,0-10cm,4,5,0,0,9,0.555555555555555,2009,2011,2009,2009-2011,surface plots,NA,2018.68333333333,9.68333333333339,CTRL,0.9041803627786875,0.26890871580924186,NA,1061.9035568238367,428.58243777430744,633.321119049532,0.0966307769947865,584.2874242908144,1906.1302820882902,2836.341324300975,173.71727404932,0.1569437076285292,275.40159206774655,5.7,83.05,11.25,Silt,94.3,3758.637472318246,0.31388741525705754,0.37556231502905013,0.3736665460608399,0.26961289378936065,1.393519343840409,0.11444299894874997,5.718538767068105,9.768823804284873,54.22407526454047,194.59373815965432,1950.310025599994,23.28575311237961,0.20144921731586413,0.4408406261473073,15.132112045665863,17.636468942967664,19.59274066286117,18.66365278195482,0.7568390240651712,0.403598269372222,hay/pasture,>25% & <75%,QuH.2,Wiegman,0.555555555555555,1061.9035568238367,428.58243777430744,633.3211190495292,0.403598269372222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS.RN,B/D,D,44.953236,-72.83358744,MS,RN,RN,NA,MSRN,MS.RN.,0-10cm,12,0,0,0,12,0,NA,1995,1995,pre-1995,surface plots,NA,2020.77222222222,25.7722222222221,CTRL,0.310940272485156,0.556370383459975,0.348509691769939,703.373859060402,144.262046979865,559.111812080537,0.218120805369133,317.919167569764,1330.90783941337,1730.03914648495,NA,0.12789515446557184,254.34549004404968,NA,NA,NA,NA,NA,2485.779612982483,0.255790308931143,0.331961039260938,0.195995247574001,0.208051475313493,1.59557166687108,0.05803493046062,2.16,5.125,58.66,215.805,3307.69499999999,31.175,0.214999999999999,0.33,6.86,10.53,7.57,18.1699999999999,2.14,0.20510009736866913,"uncertain
(unfarmed since 1995)",<25%,MS.RN,Wiegman,0,703.373859060402,144.262046979865,559.111812080537,0.20510009736866913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Go.1,B/D,D,43.95,-73.1637,Go,1,1,NA,Go1,Go.1.,0-10cm,3,6,0,0,9,0.666666666666666,2011,2015,2011,2011-2015,surface plots,NA,2018.48333333333,7.48333333333334,CTRL,0.414540724228689,0.521743593137309,0.504752227189078,1860,367.5,1492.5,0.297015443615257,999.799999999999,5780,5300,222,0.10446985455605932,1203.4127983561405,NA,NA,NA,NA,NA,9570.224867724868,0.208939709112118,0.34077175897748,0.256391390645401,0.150656323250362,2.26191474493361,0.0384003516196757,1.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1975806451612903,hay/pasture,>25% & <75%,Go.1,Wiegman,0.666666666666666,1860,367.5,1492.5,0.1975806451612903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCSP.1,C,C,43.91835,-73.1754,OCSP,NA,1,N,OCSP,OCSP.1.N,0-10cm,8,1,0,0,9,0.111111111111111,1995,2003,1995,1995-2003,intact cores,2019-07-09T00:00:00Z,2019.51944444444,24.5194444444443,CTRL,0.4774580518838155,0.5138647699104886,0.44114969607616683,1004.1219133695831,388.31053039897324,615.8113829706112,0.20223886379017939,611.3653056655259,2069.215796547371,4765.558155534517,100.35297305501432,0.1220051132513881,542.549219700954,2.92999999999999,84.57,12.5,Silt loam/Silt,97.07000000000001,5013.843121024224,0.24401022650277568,0.2327701372715061,0.33338293311643935,0.2566707320880146,0.9077134836068775,0.08021212818252385,4.35257856730179,12.088403487099328,63.0354881817206,167.99078986749538,2246.595978597348,49.732237634747385,0.25701459001686866,1.6343939304554618,167.85804847462947,51.33145600872207,44.8732029112386,43.8426459739111,4.632436861610573,0.3867165184114943,hay/pasture,<25%,OCSP.1,Wiegman,0.111111111111111,1004.1219133695831,388.31053039897324,615.8113829706099,0.3867165184114943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM.2,C,C,44.5027,-73.21175,DM,NA,2,2,DM,DM.2.2,0-10cm,0,13,0,0,13,1,2020,NA,2020,NA,intact cores,2019-07-30T00:00:00Z,2019.58333333333,0,CTRL,0.9533482810511116,0.14406921717130852,12.10428191248731,1615.9815628193526,1247.2569288180405,368.72463400130704,0.03947717954331856,878.4379763806745,641.7163746291917,2418.924762315606,242.42012858747935,0.4230814488695951,-400.3578041835479,53.3299999999999,40.42,6.25,Sandy loam,46.6700000000001,2075.8331034487032,0.846162897739189,0.6560946790544953,0.2148463600825995,1.1920346287971308,0.5502849112255804,0.600591975622351,214.7751742387611,215.1770763505905,236.8495396952063,123.49264119864043,2450.539226846218,4.49367835246504,0.36993706440309715,0.4046223864185826,2.620188806790708,11.07202798302323,17.852530943691203,32.812229261414544,2.964118901643355,0.7718262123250901,row crop,>75%,DM.2,Wiegman,1,1615.9815628193526,1247.2569288180405,368.7246340013121,0.7718262123250901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
